path,file_name,class
./Audio_Dataset/training_data/disco/disco.00052.wav,disco.00052.wav,disco
./Audio_Dataset/training_data/disco/disco.00046.wav,disco.00046.wav,disco
./Audio_Dataset/training_data/disco/disco.00047.wav,disco.00047.wav,disco
./Audio_Dataset/training_data/disco/disco.00053.wav,disco.00053.wav,disco
./Audio_Dataset/training_data/disco/disco.00045.wav,disco.00045.wav,disco
./Audio_Dataset/training_data/disco/disco.00051.wav,disco.00051.wav,disco
./Audio_Dataset/training_data/disco/disco.00079.wav,disco.00079.wav,disco
./Audio_Dataset/training_data/disco/disco.00078.wav,disco.00078.wav,disco
./Audio_Dataset/training_data/disco/disco.00050.wav,disco.00050.wav,disco
./Audio_Dataset/training_data/disco/disco.00044.wav,disco.00044.wav,disco
./Audio_Dataset/training_data/disco/disco.00068.wav,disco.00068.wav,disco
./Audio_Dataset/training_data/disco/disco.00040.wav,disco.00040.wav,disco
./Audio_Dataset/training_data/disco/disco.00054.wav,disco.00054.wav,disco
./Audio_Dataset/training_data/disco/disco.00055.wav,disco.00055.wav,disco
./Audio_Dataset/training_data/disco/disco.00041.wav,disco.00041.wav,disco
./Audio_Dataset/training_data/disco/disco.00069.wav,disco.00069.wav,disco
./Audio_Dataset/training_data/disco/disco.00057.wav,disco.00057.wav,disco
./Audio_Dataset/training_data/disco/disco.00043.wav,disco.00043.wav,disco
./Audio_Dataset/training_data/disco/disco.00042.wav,disco.00042.wav,disco
./Audio_Dataset/training_data/disco/disco.00056.wav,disco.00056.wav,disco
./Audio_Dataset/training_data/disco/disco.00031.wav,disco.00031.wav,disco
./Audio_Dataset/training_data/disco/disco.00025.wav,disco.00025.wav,disco
./Audio_Dataset/training_data/disco/disco.00019.wav,disco.00019.wav,disco
./Audio_Dataset/training_data/disco/disco.00018.wav,disco.00018.wav,disco
./Audio_Dataset/training_data/disco/disco.00024.wav,disco.00024.wav,disco
./Audio_Dataset/training_data/disco/disco.00030.wav,disco.00030.wav,disco
./Audio_Dataset/training_data/disco/disco.00026.wav,disco.00026.wav,disco
./Audio_Dataset/training_data/disco/disco.00032.wav,disco.00032.wav,disco
./Audio_Dataset/training_data/disco/disco.00033.wav,disco.00033.wav,disco
./Audio_Dataset/training_data/disco/disco.00027.wav,disco.00027.wav,disco
./Audio_Dataset/training_data/disco/disco.00023.wav,disco.00023.wav,disco
